dyer,2,1,1,3,1,2
keller,1,3,2,4,0,0
fullerton,4,5,0,0,2,1
bradley,3,4,4,2,0,0
horton,0,0,3,1,0,0
camp,0,0,0,0,3,3
edenfield,5,2,0,0,0,0
vanroach,6,6,0,0,0,0
